Country,Industry,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Americas,Total Households,1432.7067597999999,1428.9517674,1391.5561072,1444.7527750000002,1482.8281769,1450.0355798,1439.5057172,1440.5201354,1485.0777994,1482.4070185,1276.4790885,1403.8874653,1455.585496
Americas,Total Industry and Households,8180.624211999999,8117.505741999999,8004.651277000001,8172.949291999999,8228.741536,8057.387831,7874.696523,7846.643103,7961.284422999999,7831.653601,6993.726884,7468.993888999999,7613.88904
Americas,Transportation and Storage,1109.9594513999998,1124.5794146,1127.7340797,1154.7505973,1152.5046449,1164.3944845,1181.5948146,1207.7577393,1230.6475013,1242.9638618,1048.3163732,1152.8922204,1228.2779906
Americas,"Water supply; sewerage, waste management and remediation activities",32.904953922999994,33.149455458999995,32.840821391999995,33.68744841,34.371199256,34.473732521,35.0083579,36.069665762,36.791643444,36.872703504,35.096946124,36.035375920999996,37.840692349
Asia,"Agriculture, Forestry and Fishing",225.74787207,231.74592464000003,224.36739387,227.33017848999998,224.47555111999998,237.37071251,228.49673883999998,228.7638912,224.59955514,223.48966692,226.29446120000003,235.05402219,236.41817738
Asia,Construction,383.8546894,401.81176721,405.2061708,408.86702643,422.2014355,417.11219289999997,388.72412184,382.80615725,393.08363340999995,395.96322778,398.16677645000004,421.0642815,428.28091489999997
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",6497.576616,7143.622711999999,7503.579274000001,7832.71022,8034.071405,7920.367799,7879.171539999999,8302.770435999999,8762.535331,8932.247108,8935.426051,9576.874003,9769.110068
Asia,Manufacturing,5823.9229940000005,6170.0556750000005,6294.429794000001,6452.302818,6580.656134,6514.645708,6204.038499,6222.716297999999,6406.090812,6551.764712,6555.526973999999,6827.6349199999995,6823.209897
Asia,Mining,985.6965524,1031.5994159,1053.3510441,1068.548605,1101.4720259,1090.0579221,1061.9183475999998,1059.4768652999999,1089.8512645,1097.9927630000002,1100.4576356999999,1157.1866820999999,1170.2516125000002
Asia,Other Services Industries,421.7500488,420.7853718,432.87195560000004,453.5365179,449.4426112,485.6359468,445.8217512,449.6564224,440.62795100000005,413.5548697,399.73291366,401.70677981999995,402.08025765
Asia,Total Households,1528.7176266,1603.0376754,1673.2380045000002,1714.2749006,1745.2387558,1787.2086725999998,1777.0792288999999,1834.5507062000001,1855.0297447,1841.7706484999999,1746.6001414000002,1818.8238205,1859.573209
Asia,Total Industry and Households,17321.824665,18528.661641,19184.646702000002,19815.338979,20285.989609,20252.287102000002,19807.406194000003,20390.002636999998,21148.871009,21433.397872,21120.296497,22282.536617,22588.279669
Asia,Transportation and Storage,1381.6974583,1451.1113586,1520.6734680999998,1578.9703605,1649.0136099,1718.3269055,1738.5173725,1824.6646013,1895.1454028,1897.5260357999998,1679.5161268999998,1759.0177778,1813.0692098000002
Asia,"Water supply; sewerage, waste management and remediation activities",72.86080847,74.89174077000001,76.92959587,78.79835366,79.41808153,81.56124233,83.63859586999999,84.59725802,81.90731464,79.08883939,78.57541675,85.17432918,86.28632135000001
Australia and New Zealand,"Agriculture, Forestry and Fishing",11.344848645999999,11.575843009,11.752574407000001,11.869420134000002,12.203448004,12.556312755,12.909154011999998,13.646616878000001,13.606811002,12.527633642,11.888421089,11.564206044,11.788492992
Australia and New Zealand,Construction,2.605919083,2.6042206039999996,2.587634627,2.523034745,2.590898831,2.891734802,3.141437875,3.491920694,3.9690318619999996,3.91627431,3.680720374,3.886951748,3.7026879640000003
Australia and New Zealand,"Electricity, Gas, Steam and Air Conditioning Supply",215.26479278,208.88934836,212.01235455,199.51844772,192.30199018,199.99279863,204.87283812,200.85771595999998,195.36614753,192.46611959,186.06081195000002,177.33178199,171.12249114000002
Australia and New Zealand,Manufacturing,74.16830339,74.67658881,72.99240397,73.42134959,73.30227056999999,68.72979061000001,65.82038691,65.14374264,65.07378200000001,64.38294299,62.45313602,61.67466442,61.07911254
Australia and New Zealand,Mining,22.102349597,22.890680861,24.593756374999998,26.944821186,28.184527355,29.546218402,33.050897185000004,39.207445938,43.763381370000005,50.46510701,48.71874829,47.09219231,46.72142752
Australia and New Zealand,Other Services Industries,5.070250033,4.993184738,5.06356205,5.1185511219999995,5.416549603,5.353399481,5.598450419,5.422823523,5.387277269999999,5.354123609,5.382228051,5.354984549,5.4691665060000005
Australia and New Zealand,Total Households,57.70819718,58.587122599999994,58.22490774,57.80105846,58.21546833000001,60.4246383,61.17621117,62.1259425,62.123672729999996,61.65667721,56.68586334,57.71888566,61.139325469999996
Australia and New Zealand,Total Industry and Households,459.32613599999996,457.6496739,460.92581359999997,451.5579724,448.07888859999997,457.1934956,465.4202336,470.6124358,472.2841473,472.7159189,447.3989806,438.9203902,442.66682820000005
Australia and New Zealand,Transportation and Storage,69.93369043999999,72.26557414999999,72.48977162,73.13653407,74.56350407,76.37065636,77.49213361000001,79.36043581,81.62149577,80.62900917,71.23622917,73.03015300999999,80.32009381
Australia and New Zealand,"Water supply; sewerage, waste management and remediation activities",1.1277848910000001,1.16711087,1.2088482820000002,1.224755388,1.300231662,1.3279462499999999,1.358724288,1.355791839,1.372547776,1.318031433,1.292822315,1.266570524,1.324030252
Central Asia,"Agriculture, Forestry and Fishing",16.137739362999998,16.037061397000002,15.303874495,15.498090376,15.248629991,15.426062782,15.801665936000001,15.912319666000002,16.17495643,14.841124753999999,17.269883616999998,21.255350049,22.552695812
Central Asia,Construction,7.359005643000001,7.725506657,7.8810162539999995,8.207197364,7.709834513,8.627213201,6.680392614,7.422570403999999,7.849843638,6.024747425999999,5.752921338,9.352489236,9.914606316
Central Asia,"Electricity, Gas, Steam and Air Conditioning Supply",145.02152713,150.52366167,157.3531776,158.23154250000002,163.96107906,159.81163859,161.10115051999998,170.49347143,169.77813512,172.45759177999997,172.49009291000002,183.25795750999998,186.53384942999998
Central Asia,Manufacturing,89.89545659000001,88.17464215000001,85.84021229,86.46801405,99.93406373,106.89691513,110.80832245,113.05995212,121.19570644000001,108.69497091000001,99.06611489,94.97612308000001,96.9252068
Central Asia,Mining,32.780864345,30.515615298,31.623330930999998,32.992536461,43.60858591,37.440952212,38.124942393,38.709542255,42.575226401,34.22335872000001,32.317315717,32.70875980700001,27.909468128999997
Central Asia,Other Services Industries,49.13664806999999,42.31291772,41.353930365,44.546840190000005,45.79998797,50.66501821,51.58248453,53.61394737,52.87974314,39.237554575000004,35.29007686,26.495387711000003,27.95771228
Central Asia,Total Households,60.408296799999995,64.87062979,60.01935375,56.95887967,65.43185414999999,65.43758961,68.82670326,74.78615692,77.93469226,85.84938539999999,79.05809986,95.60200409999999,107.27850658
Central Asia,Total Industry and Households,451.0759064,450.0877367,447.40504955,450.07341894,488.5253867,489.7910663,499.9326523,521.1181506,537.9908750000001,508.274769,486.7232673,515.5465690999999,533.9061967
Central Asia,Transportation and Storage,45.074987122,44.57959295,43.215747386000004,42.513321822,42.499497303,41.374544549,42.635797029,42.538689696999995,45.3045331,42.865535442,40.828277189000005,44.04473834000001,46.521389795000005
Central Asia,"Water supply; sewerage, waste management and remediation activities",5.261381243,5.348109043,4.814406511,4.656996502,4.331854064,4.111132083999999,4.371193656000001,4.581500627,4.298038354,4.08050002,4.650484815,7.853759263000001,8.312761657
Eastern Asia,"Agriculture, Forestry and Fishing",107.8601397,111.63645958000001,115.25220176,117.8732258,113.35018452,119.73762135,107.39670212,104.97202278,97.08229756,95.80184544,94.17844994000001,96.12643867,93.55445564
Eastern Asia,Construction,274.99631292,288.82417512999996,291.6622086,293.75741568,302.26766267000005,295.01615475,267.901379,256.77718338,263.67317525,265.10628662,272.70541034999997,284.65326968,285.05088156
Eastern Asia,"Electricity, Gas, Steam and Air Conditioning Supply",4369.8423069,4923.023547,5093.470625,5375.511816,5382.543562999999,5228.824145,5132.452755,5423.1571220000005,5752.402886000001,5890.947422000001,6016.7851200000005,6476.311579,6553.489791
Eastern Asia,Manufacturing,4268.143731,4515.126200999999,4602.751412,4733.091851000001,4779.239236,4669.512329,4310.667162,4264.306234,4378.520397,4506.126168000001,4565.037892,4717.069864,4642.434445999999
Eastern Asia,Mining,650.8438991,684.1925536,694.812433,704.1143261,706.3455528000001,695.0678954,659.2261803,642.3443606000001,664.1327286999999,678.8934574,696.9603751,729.4402352,735.2587110999999
Eastern Asia,Other Services Industries,263.15397237,268.88751599,274.73322906,286.77120104,281.17846857000006,287.7826636,242.80839103,243.77634460000002,237.04932395999998,222.71205561,216.81272054000002,222.55634868,219.63742516
Eastern Asia,Total Households,767.3430757,805.2208413000001,840.1772701,870.3856577,876.0043681000001,921.0655567,878.5035371,891.2896215,888.9150139,858.9443097,828.9533119,853.5331805999999,829.9654474
Eastern Asia,Total Industry and Households,11440.84432,12371.946991,12722.581905000001,13235.810353,13324.956591,13143.067971,12528.522969,12805.31408,13301.510506999999,13540.343283999999,13617.485200000001,14349.346623,14310.936426
Eastern Asia,Transportation and Storage,699.3269719,733.611362,766.4803157,809.1380769,838.2232062999999,878.2832788,881.1187934,929.8942956000001,974.4148094,979.2685128,883.7564001999999,925.1537039,907.5290991
Eastern Asia,"Water supply; sewerage, waste management and remediation activities",39.333910265,41.424335469999995,43.242210629999995,45.16678221,45.8043492,47.77832851,48.44806892,48.79689684,45.319875880000005,42.54322699,42.295519490000004,44.50200352,44.01616874
Eastern Europe,"Agriculture, Forestry and Fishing",53.1621322,54.080587169999994,47.4305109,49.977959580000004,52.89815582000001,48.42131694,47.35570019,47.67858456,48.983312070000004,48.35701792,49.64861283,50.514213319999996,46.67746475
Eastern Europe,Construction,13.853095557,15.145853449,15.662221218,15.332539243,15.295612812,16.567704528,18.460304991,19.353292707,17.994341849999998,16.859871789,16.412462984,18.356445045,16.743298605
Eastern Europe,"Electricity, Gas, Steam and Air Conditioning Supply",1261.6913296999999,1285.9975608,1287.9868924,1203.6335635,1165.7019842,1122.4949108,1118.48571,1103.6482355,1126.5747176,1079.4160513,1046.540844,1127.5562335,1114.8149627000003
Eastern Europe,Manufacturing,591.3899428999999,619.7814619000001,628.0067285,624.0153244,605.6570713,594.2068360000001,603.9037955,628.8074582,631.0772211,628.5712980000001,613.7993657999999,626.8764431,569.3953456
Eastern Europe,Mining,93.32270237,95.3088947,100.68696897000001,91.81650132000001,92.11257819,90.81404796,97.6379911,100.1288676,102.54065157,113.64887516,120.36234554,134.23107677000002,137.05108021
Eastern Europe,Other Services Industries,87.8429644,90.29226612,91.24774545999999,77.41379913,77.23247156999999,78.34024614,100.86731544999999,100.35072914,90.9001205,98.98127775,105.42929004000001,94.89408101000001,91.25548469
Eastern Europe,Total Households,342.80597129,347.00858007000005,341.58937161,351.99734184,348.10089889000005,360.77626467,364.9664155,384.04774914000006,413.47550529,408.72357656,353.29859411,371.05759194,349.50535684
Eastern Europe,Total Industry and Households,2701.0716914,2773.678959,2760.1012322,2664.2272113999998,2612.8620359,2582.4032911,2601.4960005,2648.0611286,2702.9965507,2655.4335155,2518.6859941,2657.1839560999997,2554.1851590999995
Eastern Europe,Transportation and Storage,253.86084155999998,262.74031107,244.32050386,246.68829725999998,252.81335271999998,267.59241090000006,246.08939119000001,259.87999248,266.88817957,256.89999064,209.33994966,229.59128317,224.85278886999998
Eastern Europe,"Water supply; sewerage, waste management and remediation activities",3.1427114929999997,3.323443655,3.170289128,3.351884922,3.049910484,3.1895530869999997,3.729376727,4.166219328,4.562500996,3.975556546,3.8545292059999996,4.106588243999999,3.8893766640000003
Emerging and Developing Economies,"Agriculture, Forestry and Fishing",285.51169744000003,297.27340974000003,283.70743754,293.17156825999996,294.8281445,299.96180339,299.03164324,301.2577283,301.020392,297.75422724,304.04480314,316.53370831,316.76760131000003
Emerging and Developing Economies,Construction,417.36480170000004,437.64232979999997,441.3072784,445.9135637,449.9713808,443.9544112,429.3096505,425.4900013,434.88421289999997,435.0834088,433.4752223,460.0556984,466.2773817
Emerging and Developing Economies,"Electricity, Gas, Steam and Air Conditioning Supply",7625.421306,8232.488894,8612.278761,8877.933174000002,9114.793436,8966.46542,9144.126997,9549.386319,10049.629092000001,10221.59954,10108.208633,10878.448584,11008.131745
Emerging and Developing Economies,Manufacturing,6479.520423,6852.7451249999995,7013.005784999999,7144.021744,7253.382788,7155.648728,7115.8770460000005,7196.9665239999995,7382.588572000001,7510.092804,7491.653584000001,7793.202052,7738.829854
Emerging and Developing Economies,Mining,1271.2968416,1316.3441274,1355.6274543999998,1363.3514401,1396.4155563,1376.3675555,1345.7158825999998,1344.4639728,1379.5520850999999,1399.220944,1395.9171795999998,1474.8515011,1489.0228745999998
Emerging and Developing Economies,Other Services Industries,432.691892,439.8952614,455.6129671,458.48917030000007,460.6075091,496.2072371,525.3043084999999,533.2959222000001,507.08420630000006,490.60748839999997,483.848253,481.4482954,482.1572401
Emerging and Developing Economies,Total Households,2125.3649407000003,2227.8793655,2326.2119851,2405.0105081,2454.699131,2499.8209861,2550.3914234000003,2632.9260854,2683.6412609999998,2669.9240938999997,2461.7948162,2614.5299736999996,2677.836548
Emerging and Developing Economies,Total Industry and Households,20738.238551,22010.136062999998,22776.862218,23361.151033,23882.068631000002,23777.087853999998,23983.140981,24662.762828,25495.146529,25771.66099,25074.876338,26574.923600000002,26831.839019
Emerging and Developing Economies,Transportation and Storage,2011.376202,2113.5375909,2193.8449904999998,2275.2435518,2359.0574792,2438.2144981,2470.6349490000002,2573.8330665999997,2654.3567704999996,2648.9504311,2298.8516511999997,2450.748323,2546.0251866
Emerging and Developing Economies,"Water supply; sewerage, waste management and remediation activities",89.69044670000001,92.32996092,95.26555723,98.01631411000001,98.3132084,100.44721445,102.74908044,105.14320839999999,102.38993754,98.42805264,97.08219317,105.10546355999999,106.79058781999998
Europe,"Agriculture, Forestry and Fishing",137.83723666999998,138.51726796,129.5911232,132.22072636,135.42205074,130.46883131,129.47436012,128.87439211000003,130.92502659,129.36451574,131.42122058,134.19649981,124.01811078999998
Europe,Construction,69.6921893,71.33252052,70.78241366,69.55157015,68.70784697,70.97046173,73.80293745,75.65849435,75.0576638,73.69883248,68.67118162,76.56322843000001,72.11338606
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",2262.5784788,2266.8833119,2288.6936521000002,2154.3093026,2037.0775826,1954.3637186,1913.8993245,1882.8939305,1849.3276005999999,1699.9858456,1569.6754743,1694.0156188,1701.4140987
Europe,Manufacturing,1429.5043386000002,1432.159783,1406.3212565,1391.3270181,1360.047181,1351.7574042,1357.3922726,1390.8901796,1384.9633004,1363.9883289,1306.4189495,1354.3066429,1251.1513730000001
Europe,Mining,165.26402152,163.75041945,158.18205014,149.19904769,147.51392039,144.70972536,150.60194621,153.35053757000003,157.99608589000002,168.4069458,169.14405103,182.70915277,183.05526239
Europe,Other Services Industries,345.06809967,325.89724737,325.19139978,314.77892411999994,289.34048878,295.17435982,318.97146527999996,318.95166229,307.13595014,313.89429483,302.32815551,305.98256008,291.16181262
Europe,Total Households,1237.433723,1176.3664476000001,1169.8245146,1184.4197027999999,1125.5595171999998,1156.8025147999997,1170.1695975,1178.8637691,1199.6238105000002,1192.5250935,1060.644768,1116.1024581,1079.8009852999999
Europe,Total Industry and Households,6446.28882,6382.089027,6327.6143090000005,6163.054709,5929.690973999999,5913.973033,5902.076432,5954.0877310000005,5960.134601000001,5789.436861,5265.21141,5576.063975,5445.476839000001
Europe,Transportation and Storage,755.4759521999999,765.0606125,737.200981,725.4351263000001,725.7926544,769.3121805000001,745.4109122,781.3341751,811.2564562,803.7520482,614.1507268,669.4417837,701.5311706
Europe,"Water supply; sewerage, waste management and remediation activities",43.434780059999994,42.12141637,41.82691865,41.813290890000005,40.229731712,40.413837438,42.35361582,43.270590940000005,43.84870642999999,43.82095578,42.756883288,42.746030250000004,41.23063943
G20,"Agriculture, Forestry and Fishing",393.14619272,401.55334499,390.18729953999997,394.32949227999995,397.28573606,406.13294690000004,394.57462112999997,396.19863824,391.92699134,390.30705632,390.29441263,399.23921196000003,391.36419643
G20,Construction,665.3443446,660.7187604000001,667.104505,677.1469784,681.7470274,692.1200458000001,686.9367745999999,677.8966678,690.0071655,698.9846525,695.2654327,723.58926,735.6215294
G20,"Electricity, Gas, Steam and Air Conditioning Supply",10517.361932,11018.210251,11260.829493,11445.411591,11525.366010000002,11196.601279,10956.196081,11203.535698,11589.154523,11429.357460000001,11089.784016,11936.521599000002,12122.18621
G20,Manufacturing,7730.858528,8075.0501,8166.508087,8297.125308,8357.369265,8259.319174,7901.575569,7939.225686,8090.347193,8196.991507,8070.143857000001,8370.138179,8304.470207
G20,Mining,1222.6824627,1284.5425329,1300.9806736,1316.5281189,1337.4686229999998,1305.4629149,1245.384292,1260.5273085,1318.4610621000002,1356.0035501,1325.1948131,1385.3059538,1407.0479515
G20,Other Services Industries,1386.8733206,1351.5078532999999,1337.7211638999997,1379.0551176999998,1376.1007036,1443.3842656,1398.2297286,1412.5366746999998,1427.0385081,1426.3374364000001,1342.54302,1397.1792146000003,1409.0340388999998
G20,Total Households,3603.9193174,3606.5765268000005,3631.7173942,3732.4656333000003,3734.6847296,3785.0344582,3749.7388261,3797.9317655,3872.6593458999996,3835.6273757999998,3456.920611,3657.9748172000004,3679.1879558
G20,Total Industry and Households,28397.027758000004,29352.003134000002,29750.746815,30299.610499,30520.495186,30310.082873,29564.159174999997,30049.847972,30846.387446,30801.423917000004,29316.42773,31024.17849,31328.782288999995
G20,Transportation and Storage,2753.778026,2829.9738112,2868.8661991,2927.9982867000003,2980.6820141,3089.9422155,3096.2907141,3223.6608798,3330.9705009,3335.2749765000003,2816.6300213,3021.3602705,3146.1779769
G20,"Water supply; sewerage, waste management and remediation activities",123.06363353,123.86995309,126.83200069,129.54997248,129.79107599,132.08557295,135.23257045,138.33465399,135.82215619,132.5399038,129.65154576,132.86998394,133.69222248
G7,"Agriculture, Forestry and Fishing",128.69116252,127.91636418,128.54237971,126.18247346,128.48334483,131.47934991,132.71926519000002,134.14076617,132.53033366,133.22022302,129.2405168,132.24058667,130.29800924
G7,Construction,286.09457953,262.93160014,269.56617360999996,277.06810225,269.83519314,284.67867823000006,306.2471657,304.22984040999995,308.53041487,315.81639771,314.13191359,322.48927615,329.45638355
G7,"Electricity, Gas, Steam and Air Conditioning Supply",3455.9056512,3391.0516823,3331.8958029,3328.8615995000005,3238.3693333,3066.8051505999997,2940.5569811,2820.1640499000005,2759.108319,2536.7040904,2304.5823079,2453.0365522,2472.3257558
G7,Manufacturing,1864.7056572000001,1864.2218719,1841.6676062000001,1850.39571,1822.0058975,1795.5976782,1759.4765392999998,1750.5886813000002,1761.8901886,1735.4172576,1604.7245868999998,1666.5953456000002,1650.3553173
G7,Mining,236.66507866999999,251.79176605,251.11752611999998,262.52006272999995,266.5160308,242.93582059,215.74861183000002,234.49826223,260.28976186,261.48785391,224.38283694999998,226.38097256999998,225.13480069
G7,Other Services Industries,979.6918296,940.2094831,904.3415173,948.949748,951.290388,982.849572,959.6549042,970.8734658,1012.7936523000001,1017.2640249000001,934.6059765,985.1184615,1002.2525618
G7,Total Households,1852.1248730000002,1791.6063403,1749.7278148999999,1795.9892792,1783.6808211,1767.3678196,1760.1511456,1754.1501689,1794.6020554000002,1789.1882721000002,1574.9272707999999,1680.3066435,1691.6225175
G7,Total Industry and Households,9971.517170000001,9788.181794,9627.116238,9754.944748,9616.643023,9453.790139,9266.932376,9198.589723000001,9296.356162,9061.993202,8147.979678,8619.315486,8715.871020999999
G7,Transportation and Storage,1115.9114957,1108.248096,1100.8093863,1115.4979168,1107.7137478,1133.326498,1142.1793676,1178.5527995000002,1214.1577538,1219.7238123,1009.9352716,1101.5930173,1162.7274529
G7,"Water supply; sewerage, waste management and remediation activities",51.72684209,50.20458969,49.44803089,49.47985739000001,48.74826625,48.749571370000005,50.19839669,51.39168864,52.453682279999995,53.17127058,51.448996470000004,51.55463107,51.69822245
Latin America and the Caribbean,"Agriculture, Forestry and Fishing",26.486795971,28.937102739,28.832756398999997,30.083644878999998,30.237205511,29.081668077,31.082315855999997,30.886839488,31.012880661999997,31.58732423,33.459543888,35.433841457,37.126554692
Latin America and the Caribbean,Construction,27.191656468999998,28.651622754,27.654520216,28.162693561,26.962255159999998,26.346531306,24.448638487000004,25.194462898,23.795638783999998,22.915264962000002,20.911718976,22.064151214,22.278312593999996
Latin America and the Caribbean,"Electricity, Gas, Steam and Air Conditioning Supply",374.43425351999997,388.01682119,434.3656823,443.5841802,458.02808569999996,465.45112530000006,446.0460888,433.7653449,409.13833867,403.25506978000004,350.24833989,392.56941939,358.60330434
Latin America and the Caribbean,Manufacturing,496.4474016,516.4532723,531.9940093,525.2168369000001,515.1744371,489.17007639999997,470.5711918,488.38321110000004,462.53310839999995,454.3994706,421.50145425999995,442.4697852,441.88108079999995
Latin America and the Caribbean,Mining,94.4321552,98.17049062000001,109.94595583,113.15880600999999,113.24758996,109.30045787999998,101.9842618,97.20725184000001,96.63524892000001,97.21590487,92.94990956999999,97.1240789,97.21606867
Latin America and the Caribbean,Other Services Industries,36.549455118,37.342172653,38.234020866,39.086000292,37.907119741,38.927987919,39.586686145,40.60073849700001,39.893705911,39.548423025,35.799925809,38.641301621000004,41.39171996
Latin America and the Caribbean,Total Households,341.16521189,353.12708229,365.42598295999994,372.41498181,375.18088395000007,372.3605698,373.94151102,375.01482292000003,363.42814411,365.09990893,316.81204021,356.69531365,388.25509187
Latin America and the Caribbean,Total Industry and Households,1768.5320428,1839.2345486,1936.0004147,1959.5707612,1964.5141204999998,1934.0875333,1894.9634469,1896.5088646000002,1828.6314477,1814.1901339,1596.3182873,1746.5055131000001,1783.1918534000001
Latin America and the Caribbean,Transportation and Storage,362.37388475,379.0173273,389.87594843,397.72367447,397.77848726999997,393.43545600000004,397.24035296999995,395.33065778,392.13450405000003,390.35938348,315.27002004,351.53301288999995,385.80372574
Latin America and the Caribbean,"Water supply; sewerage, waste management and remediation activities",9.451228342,9.518656793,9.671538317,10.139943177,9.998056211000002,10.013660535,10.062399832,10.125535015,10.059878178,9.809384067,9.365334695000001,9.97460876,10.635994737999999
Northern Africa,"Agriculture, Forestry and Fishing",8.17352247,8.368828125,8.200873586,8.343627382000001,8.396450219,8.763430212,9.323153356999999,9.498121244,10.172783036999999,10.089448536999999,9.781336809,10.474901135,10.672175773
